ID,Tenant Code,Trade Name,Tin,Document Type,GL Account,Doc. No.,Ref. No.,Posting Date,Due Date,Bank Code,Bank Name,Debit,Credit
112103,ICM-LT000082,THIRSTY - LG,,Payment,Security Deposit Payable,PR038779-C,GL0018202,2020-01-08,0000-00-00,B-007,Land Bank of the Philippines,0,-4725.00
113725,ICM-LT000051,HEALTH SHOP,,Payment,Security Deposit Payable-Preop Clearing,UFT0001855,GL0018319,2020-01-08,0000-00-00,B-012,Banks of the Philippine Islands,0,-8008.20
113299,ICM-LT000054,FORTRESS,,Payment,Security Deposit Payable-Preop Clearing,UFT0001835,GL0018293,2020-01-09,0000-00-00,B-012,Banks of the Philippine Islands,0,-15221.40
112954,ICM-LT000002,HOLA MEXI-ASIAN FUSION CAFE,,Payment,Security Deposit Payable,PR038861,GL0018281,2020-01-10,0000-00-00,B-007,Land Bank of the Philippines,0,-9000.00
112984,ICM-LT000003,RAMIREZ CAKE AVENUE,,Payment,Security Deposit Payable,PR038866,GL0018282,2020-01-10,0000-00-00,B-007,Land Bank of the Philippines,0,-11550.00
113629,ICM-LT000075,UNISILVER TIME,,Payment,Security Deposit Payable,PR302575,GL0018312,2020-01-16,0000-00-00,B-007,Land Bank of the Philippines,0,-18150.00
119040,ICM-LT000007,FOR ME,,Payment,Security Deposit Payable-Preop Clearing,UFT0001923,GL0019297,2020-01-16,0000-00-00,B-012,Banks of the Philippine Islands,0,-20908.80
119078,ICM-LT000025,REGATTA,,Payment,Security Deposit Payable-Preop Clearing,UFT0001924,GL0019300,2020-01-16,0000-00-00,B-012,Banks of the Philippine Islands,0,-21384.00
118387,ICM-LT000028,J.CO DONUTS AND COFFEE,,Payment,Security Deposit Payable-Preop Clearing,UFT0001915,GL0019224,2020-01-20,0000-00-00,B-012,Banks of the Philippine Islands,0,-18599.56
118040,ICM-LT000124,LFAFA,,Payment,Security Deposit Payable-Preop Clearing,UFT0001910,GL0019179,2020-01-30,0000-00-00,B-012,Banks of the Philippine Islands,0,-6600.00
117629,ICM-LT000358,iLOVE BUBBLE WAFFLE,,Payment,Security Deposit Payable,P0007007,GL0006630,2020-01-31,0000-00-00,,,54133.79,0
120157,ICM-LT000228,29TH M. STREET CAFE,,Payment,Security Deposit Payable,P0007263,GL0002629,2020-01-31,0000-00-00,,,27879.47,0
118592,ICM-LT000093,HUAWEI,,Payment,Security Deposit Payable,PR038947,GL0019246,2020-02-06,0000-00-00,B-007,Land Bank of the Philippines,0,-9000.00
119168,ICM-LT000098,THE RIGHT FIT,,Payment,Security Deposit Payable,PR302576,GL0019306,2020-02-08,0000-00-00,B-007,Land Bank of the Philippines,0,-14553.00
119229,ICM-LT000024,B.I.G. JEWELRY CREATION,,Payment,Security Deposit Payable,PR038979,GL0019307,2020-02-10,0000-00-00,B-007,Land Bank of the Philippines,0,-18150.00
122374,ICM-LT000276,SKIN STATION,,Payment,Security Deposit Payable-Preop Clearing,UFT0001984,GL0019687,2020-02-10,0000-00-00,B-012,Banks of the Philippine Islands,0,-30135.59
119598,ICM-LT000354,Avomango Food Corner,,Payment,Security Deposit Payable,PR302577,GL0019325,2020-02-11,0000-00-00,B-007,Land Bank of the Philippines,0,-6000.00
126331,ICM-LT000077,FCB ATM,,Payment,Security Deposit Payable,PR039695,GL0020351,2020-03-09,0000-00-00,B-007,Land Bank of the Philippines,0,-3069.24
128448,ICM-LT000226,ACER CONCEPT STORE,,Payment,Security Deposit Payable-Preop Clearing,UFT0002121,GL0020483,2020-03-09,0000-00-00,B-012,Banks of the Philippine Islands,0,-21388.50
